"T","TMean","TPrime2Mean","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","epsilon","k","kMean","kPrime2Mean","nut","p","pMean","pPrime2Mean","rho","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.882388e+02,2.882388e+02,8.484609e-11,4.900448e-02,1.671670e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.367043e-04,3.584274e+06,2.077026e+02,2.077026e+02,6.548603e-11,1.288474e-04,1.294920e+05,1.300017e+05,8.931252e+04,1.561539e+00,2.292090e+02,1,0.000000e+00,-1.200000e-01,1.000000e-01,0.000000e+00
2.878654e+02,2.878654e+02,4.085992e-11,3.620373e-02,1.717147e+02,0.000000e+00,4.711192e-03,6.449995e+01,0.000000e+00,4.009689e-09,5.422566e-04,0.000000e+00,-3.139108e-07,0.000000e+00,0.000000e+00,7.519542e-04,3.036328e+06,1.845528e+02,1.845528e+02,4.793333e-11,4.655969e-04,1.294919e+05,1.300017e+05,8.931238e+04,1.563577e+00,1.470356e+02,1,2.399981e-04,-1.197600e-01,1.000000e-01,0.000000e+00
2.874919e+02,2.874919e+02,-3.127605e-12,2.340258e-02,1.762625e+02,0.000000e+00,9.422529e-03,1.290019e+02,0.000000e+00,8.019502e-09,1.084530e-03,0.000000e+00,-6.278312e-07,0.000000e+00,0.000000e+00,1.267220e-03,2.488365e+06,1.614024e+02,1.614024e+02,3.038009e-11,8.023567e-04,1.294918e+05,1.300017e+05,8.931226e+04,1.565615e+00,6.485965e+01,1,4.800037e-04,-1.195200e-01,1.000000e-01,0.000000e+00
2.870805e+02,2.870805e+02,-4.288764e-11,5.884683e-03,1.809682e+02,0.000000e+00,5.722292e-03,1.810275e+02,0.000000e+00,1.236710e-08,1.487405e-03,0.000000e+00,-8.651617e-07,0.000000e+00,0.000000e+00,1.823559e-03,1.941396e+06,1.385327e+02,1.385327e+02,1.455836e-11,1.162384e-03,1.294915e+05,1.300015e+05,8.931191e+04,1.567861e+00,0.000000e+00,1,7.200018e-04,-1.192800e-01,1.000000e-01,0.000000e+00
2.865272e+02,2.865272e+02,-6.681603e-11,-2.930431e-02,1.862655e+02,0.000000e+00,-2.948827e-02,1.863223e+02,0.000000e+00,1.798053e-08,1.368137e-03,0.000000e+00,-8.156123e-07,0.000000e+00,0.000000e+00,2.533822e-03,1.398082e+06,1.167117e+02,1.167117e+02,5.221094e-12,1.609613e-03,1.294908e+05,1.300007e+05,8.931076e+04,1.570887e+00,0.000000e+00,1,9.599999e-04,-1.190400e-01,1.000000e-01,0.000000e+00
2.859738e+02,2.859738e+02,-9.074442e-11,-6.449329e-02,1.915630e+02,0.000000e+00,-6.469883e-02,1.916171e+02,0.000000e+00,2.359397e-08,1.248869e-03,0.000000e+00,-7.660628e-07,0.000000e+00,0.000000e+00,3.244085e-03,8.547678e+05,9.489082e+01,9.489082e+01,-4.116173e-12,2.056842e-03,1.294901e+05,1.299999e+05,8.930961e+04,1.573913e+00,0.000000e+00,1,1.199998e-03,-1.188000e-01,1.000000e-01,0.000000e+00
2.854231e+02,2.854231e+02,-1.151373e-10,-9.979094e-02,1.968253e+02,0.000000e+00,-1.000181e-01,1.968769e+02,0.000000e+00,2.924446e-08,1.130311e-03,0.000000e+00,-7.163777e-07,0.000000e+00,0.000000e+00,3.975975e-03,3.158242e+05,7.327854e+01,7.327854e+01,-1.325346e-11,2.517733e-03,1.294893e+05,1.299991e+05,8.930844e+04,1.576924e+00,0.000000e+00,1,1.440004e-03,-1.185600e-01,1.000000e-01,0.000000e+00
2.851598e+02,2.851598e+02,-1.895273e-10,-1.466858e-01,1.982874e+02,0.000000e+00,-1.469364e-01,1.983381e+02,0.000000e+00,3.887175e-08,1.088730e-03,0.000000e+00,-6.522259e-07,0.000000e+00,0.000000e+00,7.037325e-03,2.499367e+05,7.423699e+01,7.423699e+01,-7.964313e-13,4.450231e-03,1.294870e+05,1.299966e+05,8.930469e+04,1.578351e+00,0.000000e+00,1,1.680002e-03,-1.183200e-01,1.000000e-01,0.000000e+00
2.848965e+02,2.848965e+02,-2.639174e-10,-1.935807e-01,1.997495e+02,0.000000e+00,-1.938548e-01,1.997992e+02,0.000000e+00,4.849904e-08,1.047149e-03,0.000000e+00,-5.880741e-07,0.000000e+00,0.000000e+00,1.009868e-02,1.840491e+05,7.519543e+01,7.519543e+01,1.166060e-11,6.382729e-03,1.294846e+05,1.299942e+05,8.930094e+04,1.579778e+00,0.000000e+00,1,1.920000e-03,-1.180800e-01,1.000000e-01,0.000000e+00
2.846332e+02,2.846332e+02,-3.383075e-10,-2.404756e-01,2.012116e+02,0.000000e+00,-2.407732e-01,2.012604e+02,0.000000e+00,5.812634e-08,1.005567e-03,0.000000e+00,-5.239223e-07,0.000000e+00,0.000000e+00,1.316002e-02,1.181616e+05,7.615388e+01,7.615388e+01,2.411763e-11,8.315227e-03,1.294823e+05,1.299917e+05,8.929719e+04,1.581205e+00,0.000000e+00,1,2.159998e-03,-1.178400e-01,1.000000e-01,0.000000e+00
2.844308e+02,2.844308e+02,-3.516016e-10,-2.877230e-01,2.023072e+02,0.000000e+00,-2.880438e-01,2.023553e+02,0.000000e+00,6.895782e-08,9.752229e-04,0.000000e+00,-4.529803e-07,0.000000e+00,0.000000e+00,1.713009e-02,7.123825e+04,7.819788e+01,7.819788e+01,3.433601e-11,1.082092e-02,1.294793e+05,1.299886e+05,8.929245e+04,1.582289e+00,0.000000e+00,1,2.400003e-03,-1.176000e-01,1.000000e-01,0.000000e+00
2.843493e+02,2.843493e+02,-2.433885e-10,-3.356672e-01,2.026737e+02,0.000000e+00,-3.360104e-01,2.027216e+02,0.000000e+00,8.218317e-08,9.672289e-04,0.000000e+00,-3.685407e-07,0.000000e+00,0.000000e+00,2.290701e-02,6.203478e+04,8.240057e+01,8.240057e+01,4.010128e-11,1.446634e-02,1.294749e+05,1.299842e+05,8.928576e+04,1.582690e+00,0.000000e+00,1,2.640001e-03,-1.173600e-01,1.000000e-01,0.000000e+00
2.842679e+02,2.842679e+02,-1.351753e-10,-3.836114e-01,2.030401e+02,0.000000e+00,-3.839771e-01,2.030879e+02,0.000000e+00,9.540852e-08,9.592348e-04,0.000000e+00,-2.841011e-07,0.000000e+00,0.000000e+00,2.868393e-02,5.283130e+04,8.660326e+01,8.660326e+01,4.586655e-11,1.811175e-02,1.294706e+05,1.299799e+05,8.927907e+04,1.583091e+00,0.000000e+00,1,2.880000e-03,-1.171200e-01,1.000000e-01,0.000000e+00
2.841865e+02,2.841865e+02,-2.696215e-11,-4.315556e-01,2.034066e+02,0.000000e+00,-4.319437e-01,2.034542e+02,0.000000e+00,1.086339e-07,9.512408e-04,0.000000e+00,-1.996615e-07,0.000000e+00,0.000000e+00,3.446085e-02,4.362782e+04,9.080595e+01,9.080595e+01,5.163182e-11,2.175717e-02,1.294663e+05,1.299756e+05,8.927238e+04,1.583491e+00,0.000000e+00,1,3.119998e-03,-1.168800e-01,1.000000e-01,0.000000e+00
2.841104e+02,2.841104e+02,6.360238e-11,-4.794442e-01,2.037476e+02,0.000000e+00,-4.798549e-01,2.037949e+02,0.000000e+00,1.223386e-07,9.439873e-04,0.000000e+00,-1.193633e-07,0.000000e+00,0.000000e+00,4.038692e-02,3.525274e+04,9.494956e+01,9.494956e+01,5.612694e-11,2.549658e-02,1.294618e+05,1.299711e+05,8.926547e+04,1.583860e+00,0.000000e+00,1,3.360003e-03,-1.166400e-01,1.000000e-01,0.000000e+00
2.840750e+02,2.840750e+02,2.087161e-11,-5.269004e-01,2.038954e+02,0.000000e+00,-5.273350e-01,2.039428e+02,0.000000e+00,1.396595e-07,9.423280e-04,0.000000e+00,-7.035903e-08,0.000000e+00,0.000000e+00,4.743765e-02,3.313539e+04,9.864597e+01,9.864597e+01,5.102953e-11,2.994480e-02,1.294561e+05,1.299654e+05,8.925695e+04,1.583989e+00,0.000000e+00,1,3.600001e-03,-1.164000e-01,1.000000e-01,0.000000e+00
2.840396e+02,2.840396e+02,-2.185916e-11,-5.743564e-01,2.040433e+02,0.000000e+00,-5.748151e-01,2.040906e+02,0.000000e+00,1.569805e-07,9.406685e-04,0.000000e+00,-2.135478e-08,0.000000e+00,0.000000e+00,5.448839e-02,3.101805e+04,1.023424e+02,1.023424e+02,4.593212e-11,3.439302e-02,1.294505e+05,1.299597e+05,8.924844e+04,1.584118e+00,0.000000e+00,1,3.839999e-03,-1.161600e-01,1.000000e-01,0.000000e+00
2.840043e+02,2.840043e+02,-6.458994e-11,-6.218125e-01,2.041912e+02,0.000000e+00,-6.222952e-01,2.042384e+02,0.000000e+00,1.743014e-07,9.390091e-04,0.000000e+00,2.764948e-08,0.000000e+00,0.000000e+00,6.153912e-02,2.890070e+04,1.060388e+02,1.060388e+02,4.083471e-11,3.884124e-02,1.294448e+05,1.299541e+05,8.923991e+04,1.584247e+00,0.000000e+00,1,4.079998e-03,-1.159200e-01,1.000000e-01,0.000000e+00
2.839689e+02,2.839689e+02,-1.073220e-10,-6.692701e-01,2.043391e+02,0.000000e+00,-6.697767e-01,2.043863e+02,0.000000e+00,1.916229e-07,9.373496e-04,0.000000e+00,7.665525e-08,0.000000e+00,0.000000e+00,6.859007e-02,2.678329e+04,1.097353e+02,1.097353e+02,3.573715e-11,4.328959e-02,1.294392e+05,1.299484e+05,8.923140e+04,1.584376e+00,0.000000e+00,1,4.320003e-03,-1.156800e-01,1.000000e-01,0.000000e+00
2.839376e+02,2.839376e+02,-1.652693e-10,-7.166796e-01,2.044695e+02,0.000000e+00,-7.172101e-01,2.045166e+02,0.000000e+00,2.103124e-07,9.361454e-04,0.000000e+00,1.298468e-07,0.000000e+00,0.000000e+00,7.559525e-02,2.509375e+04,1.133353e+02,1.133353e+02,4.047994e-11,4.770910e-02,1.294333e+05,1.299426e+05,8.922266e+04,1.584480e+00,0.000000e+00,1,4.560001e-03,-1.154400e-01,1.000000e-01,0.000000e+00
2.839169e+02,2.839169e+02,-2.631292e-10,-7.639667e-01,2.045540e+02,0.000000e+00,-7.645209e-01,2.046011e+02,0.000000e+00,2.325918e-07,9.361349e-04,0.000000e+00,1.940215e-07,0.000000e+00,0.000000e+00,8.248094e-02,2.452638e+04,1.166821e+02,1.166821e+02,7.103348e-11,5.205331e-02,1.294271e+05,1.299364e+05,8.921333e+04,1.584520e+00,0.000000e+00,1,4.799999e-03,-1.152000e-01,1.000000e-01,0.000000e+00
2.838961e+02,2.838961e+02,-3.609892e-10,-8.112539e-01,2.046384e+02,0.000000e+00,-8.118318e-01,2.046855e+02,0.000000e+00,2.548711e-07,9.361244e-04,0.000000e+00,2.581963e-07,0.000000e+00,0.000000e+00,8.936662e-02,2.395901e+04,1.200290e+02,1.200290e+02,1.015870e-10,5.639752e-02,1.294209e+05,1.299302e+05,8.920400e+04,1.584559e+00,0.000000e+00,1,5.039997e-03,-1.149600e-01,1.000000e-01,0.000000e+00
2.838755e+02,2.838755e+02,-4.588522e-10,-8.585426e-01,2.047229e+02,0.000000e+00,-8.591441e-01,2.047700e+02,0.000000e+00,2.771512e-07,9.361140e-04,0.000000e+00,3.223730e-07,0.000000e+00,0.000000e+00,9.625252e-02,2.339162e+04,1.233759e+02,1.233759e+02,1.321415e-10,6.074186e-02,1.294147e+05,1.299240e+05,8.919468e+04,1.584599e+00,0.000000e+00,1,5.280003e-03,-1.147200e-01,1.000000e-01,0.000000e+00
2.838547e+02,2.838547e+02,-5.567121e-10,-9.058297e-01,2.048073e+02,0.000000e+00,-9.064549e-01,2.048544e+02,0.000000e+00,2.994306e-07,9.361035e-04,0.000000e+00,3.865477e-07,0.000000e+00,0.000000e+00,1.031382e-01,2.282425e+04,1.267228e+02,1.267228e+02,1.626951e-10,6.508607e-02,1.294085e+05,1.299178e+05,8.918535e+04,1.584638e+00,0.000000e+00,1,5.520001e-03,-1.144800e-01,1.000000e-01,0.000000e+00
2.838340e+02,2.838340e+02,-6.545720e-10,-9.531169e-01,2.048918e+02,0.000000e+00,-9.537657e-01,2.049388e+02,0.000000e+00,3.217100e-07,9.360930e-04,0.000000e+00,4.507225e-07,0.000000e+00,0.000000e+00,1.100239e-01,2.225687e+04,1.300696e+02,1.300696e+02,1.932486e-10,6.943027e-02,1.294023e+05,1.299116e+05,8.917602e+04,1.584678e+00,0.000000e+00,1,5.759999e-03,-1.142400e-01,1.000000e-01,0.000000e+00
2.838179e+02,2.838179e+02,-6.545511e-10,-9.999526e-01,2.049576e+02,0.000000e+00,-1.000625e+00,2.050047e+02,0.000000e+00,3.481635e-07,9.364854e-04,0.000000e+00,5.234994e-07,0.000000e+00,0.000000e+00,1.163021e-01,2.206335e+04,1.333087e+02,1.333087e+02,1.983537e-10,7.339194e-02,1.293958e+05,1.299051e+05,8.916638e+04,1.584688e+00,0.000000e+00,1,5.999997e-03,-1.140000e-01,1.000000e-01,0.000000e+00
2.838036e+02,2.838036e+02,-6.164077e-10,-1.046614e+00,2.050161e+02,0.000000e+00,-1.047310e+00,2.050633e+02,0.000000e+00,3.762436e-07,9.370345e-04,0.000000e+00,5.996288e-07,0.000000e+00,0.000000e+00,1.223439e-01,2.201542e+04,1.365058e+02,1.365058e+02,1.935474e-10,7.720474e-02,1.293892e+05,1.298985e+05,8.915662e+04,1.584687e+00,0.000000e+00,1,6.240003e-03,-1.137600e-01,1.000000e-01,0.000000e+00
2.837892e+02,2.837892e+02,-5.782654e-10,-1.093274e+00,2.050747e+02,0.000000e+00,-1.093993e+00,2.051219e+02,0.000000e+00,4.043228e-07,9.375836e-04,0.000000e+00,6.757559e-07,0.000000e+00,0.000000e+00,1.283855e-01,2.196750e+04,1.397029e+02,1.397029e+02,1.887412e-10,8.101742e-02,1.293827e+05,1.298920e+05,8.914685e+04,1.584687e+00,0.000000e+00,1,6.480001e-03,-1.135200e-01,1.000000e-01,0.000000e+00
2.837749e+02,2.837749e+02,-5.401232e-10,-1.139933e+00,2.051332e+02,0.000000e+00,-1.140676e+00,2.051805e+02,0.000000e+00,4.324021e-07,9.381328e-04,0.000000e+00,7.518830e-07,0.000000e+00,0.000000e+00,1.344272e-01,2.191958e+04,1.428999e+02,1.428999e+02,1.839350e-10,8.483010e-02,1.293761e+05,1.298854e+05,8.913709e+04,1.584686e+00,0.000000e+00,1,6.719999e-03,-1.132800e-01,1.000000e-01,0.000000e+00
2.837605e+02,2.837605e+02,-5.019810e-10,-1.186593e+00,2.051918e+02,0.000000e+00,-1.187360e+00,2.052391e+02,0.000000e+00,4.604813e-07,9.386819e-04,0.000000e+00,8.280102e-07,0.000000e+00,0.000000e+00,1.404688e-01,2.187166e+04,1.460970e+02,1.460970e+02,1.791288e-10,8.864278e-02,1.293695e+05,1.298789e+05,8.912732e+04,1.584685e+00,0.000000e+00,1,6.959997e-03,-1.130400e-01,1.000000e-01,0.000000e+00
2.837462e+02,2.837462e+02,-4.638376e-10,-1.233255e+00,2.052503e+02,0.000000e+00,-1.234044e+00,2.052977e+02,0.000000e+00,4.885614e-07,9.392310e-04,0.000000e+00,9.041397e-07,0.000000e+00,0.000000e+00,1.465106e-01,2.182373e+04,1.492942e+02,1.492942e+02,1.743225e-10,9.245558e-02,1.293630e+05,1.298723e+05,8.911755e+04,1.584684e+00,0.000000e+00,1,7.200003e-03,-1.128000e-01,1.000000e-01,0.000000e+00
2.837330e+02,2.837330e+02,-4.220000e-10,-1.279580e+00,2.053044e+02,0.000000e+00,-1.280393e+00,2.053517e+02,0.000000e+00,5.189664e-07,9.398508e-04,0.000000e+00,9.856591e-07,0.000000e+00,0.000000e+00,1.522055e-01,2.185890e+04,1.524805e+02,1.524805e+02,1.626276e-10,9.605006e-02,1.293563e+05,1.298656e+05,8.910760e+04,1.584675e+00,0.000000e+00,1,7.440001e-03,-1.125600e-01,1.000000e-01,0.000000e+00
2.837222e+02,2.837222e+02,-3.730617e-10,-1.325265e+00,2.053497e+02,0.000000e+00,-1.326100e+00,2.053970e+02,0.000000e+00,5.538402e-07,9.406065e-04,0.000000e+00,1.077540e-06,0.000000e+00,0.000000e+00,1.572341e-01,2.205373e+04,1.556462e+02,1.556462e+02,1.376966e-10,9.922528e-02,1.293493e+05,1.298585e+05,8.909729e+04,1.584650e+00,0.000000e+00,1,7.679999e-03,-1.123200e-01,1.000000e-01,0.000000e+00
2.837113e+02,2.837113e+02,-3.241235e-10,-1.370949e+00,2.053950e+02,0.000000e+00,-1.371807e+00,2.054424e+02,0.000000e+00,5.887139e-07,9.413621e-04,0.000000e+00,1.169420e-06,0.000000e+00,0.000000e+00,1.622628e-01,2.224855e+04,1.588120e+02,1.588120e+02,1.127655e-10,1.024005e-01,1.293424e+05,1.298515e+05,8.908697e+04,1.584625e+00,0.000000e+00,1,7.919997e-03,-1.120800e-01,1.000000e-01,0.000000e+00
2.837005e+02,2.837005e+02,-2.751837e-10,-1.416634e+00,2.054403e+02,0.000000e+00,-1.417516e+00,2.054877e+02,0.000000e+00,6.235888e-07,9.421178e-04,0.000000e+00,1.261304e-06,0.000000e+00,0.000000e+00,1.672916e-01,2.244338e+04,1.619778e+02,1.619778e+02,8.783367e-11,1.055758e-01,1.293354e+05,1.298445e+05,8.907665e+04,1.584600e+00,0.000000e+00,1,8.160003e-03,-1.118400e-01,1.000000e-01,0.000000e+00
2.836896e+02,2.836896e+02,-2.262455e-10,-1.462319e+00,2.054856e+02,0.000000e+00,-1.463223e+00,2.055330e+02,0.000000e+00,6.584626e-07,9.428734e-04,0.000000e+00,1.353184e-06,0.000000e+00,0.000000e+00,1.723202e-01,2.263821e+04,1.651435e+02,1.651435e+02,6.290261e-11,1.087510e-01,1.293284e+05,1.298374e+05,8.906634e+04,1.584575e+00,0.000000e+00,1,8.400001e-03,-1.116000e-01,1.000000e-01,0.000000e+00
2.836788e+02,2.836788e+02,-1.773073e-10,-1.508003e+00,2.055310e+02,0.000000e+00,-1.508930e+00,2.055783e+02,0.000000e+00,6.933364e-07,9.436291e-04,0.000000e+00,1.445065e-06,0.000000e+00,0.000000e+00,1.773489e-01,2.283303e+04,1.683093e+02,1.683093e+02,3.797155e-11,1.119262e-01,1.293215e+05,1.298304e+05,8.905602e+04,1.584550e+00,0.000000e+00,1,8.639999e-03,-1.113600e-01,1.000000e-01,0.000000e+00
2.836679e+02,2.836679e+02,-1.283690e-10,-1.553687e+00,2.055763e+02,0.000000e+00,-1.554637e+00,2.056237e+02,0.000000e+00,7.282102e-07,9.443847e-04,0.000000e+00,1.536946e-06,0.000000e+00,0.000000e+00,1.823775e-01,2.302786e+04,1.714750e+02,1.714750e+02,1.304048e-11,1.151015e-01,1.293145e+05,1.298234e+05,8.904570e+04,1.584525e+00,0.000000e+00,1,8.879997e-03,-1.111200e-01,1.000000e-01,0.000000e+00
2.836571e+02,2.836571e+02,-7.868921e-11,-1.599345e+00,2.056214e+02,0.000000e+00,-1.600317e+00,2.056688e+02,0.000000e+00,7.632668e-07,9.451416e-04,0.000000e+00,1.629193e-06,0.000000e+00,0.000000e+00,1.873848e-01,2.322612e+04,1.746417e+02,1.746417e+02,-1.095030e-11,1.182632e-01,1.293076e+05,1.298163e+05,8.903537e+04,1.584499e+00,0.000000e+00,1,9.120002e-03,-1.108800e-01,1.000000e-01,0.000000e+00
2.836485e+02,2.836485e+02,3.175220e-12,-1.643806e+00,2.056589e+02,0.000000e+00,-1.644800e+00,2.057063e+02,0.000000e+00,8.062253e-07,9.459499e-04,0.000000e+00,1.737286e-06,0.000000e+00,0.000000e+00,1.914553e-01,2.357345e+04,1.778469e+02,1.778469e+02,5.987785e-12,1.208360e-01,1.293000e+05,1.298087e+05,8.902421e+04,1.584455e+00,0.000000e+00,1,9.360000e-03,-1.106400e-01,1.000000e-01,0.000000e+00
2.836399e+02,2.836399e+02,8.503965e-11,-1.688267e+00,2.056964e+02,0.000000e+00,-1.689282e+00,2.057438e+02,0.000000e+00,8.491839e-07,9.467582e-04,0.000000e+00,1.845379e-06,0.000000e+00,0.000000e+00,1.955257e-01,2.392077e+04,1.810522e+02,1.810522e+02,2.292587e-11,1.234088e-01,1.292925e+05,1.298012e+05,8.901305e+04,1.584411e+00,0.000000e+00,1,9.599999e-03,-1.104000e-01,1.000000e-01,0.000000e+00
2.836313e+02,2.836313e+02,1.669041e-10,-1.732729e+00,2.057339e+02,0.000000e+00,-1.733765e+00,2.057813e+02,0.000000e+00,8.921425e-07,9.475665e-04,0.000000e+00,1.953472e-06,0.000000e+00,0.000000e+00,1.995962e-01,2.426810e+04,1.842574e+02,1.842574e+02,3.986396e-11,1.259816e-01,1.292850e+05,1.297936e+05,8.900190e+04,1.584367e+00,0.000000e+00,1,9.839997e-03,-1.101600e-01,1.000000e-01,0.000000e+00
2.836227e+02,2.836227e+02,2.487711e-10,-1.777191e+00,2.057715e+02,0.000000e+00,-1.778249e+00,2.058188e+02,0.000000e+00,9.351023e-07,9.483749e-04,0.000000e+00,2.061569e-06,0.000000e+00,0.000000e+00,2.036668e-01,2.461544e+04,1.874627e+02,1.874627e+02,5.680258e-11,1.285545e-01,1.292775e+05,1.297860e+05,8.899074e+04,1.584324e+00,0.000000e+00,1,1.008000e-02,-1.099200e-01,1.000000e-01,0.000000e+00
2.836141e+02,2.836141e+02,3.306355e-10,-1.821652e+00,2.058090e+02,0.000000e+00,-1.822731e+00,2.058563e+02,0.000000e+00,9.780608e-07,9.491832e-04,0.000000e+00,2.169662e-06,0.000000e+00,0.000000e+00,2.077373e-01,2.496277e+04,1.906680e+02,1.906680e+02,7.374067e-11,1.311273e-01,1.292700e+05,1.297785e+05,8.897959e+04,1.584280e+00,0.000000e+00,1,1.032000e-02,-1.096800e-01,1.000000e-01,0.000000e+00
2.836055e+02,2.836055e+02,4.124999e-10,-1.866114e+00,2.058465e+02,0.000000e+00,-1.867213e+00,2.058938e+02,0.000000e+00,1.021019e-06,9.499915e-04,0.000000e+00,2.277754e-06,0.000000e+00,0.000000e+00,2.118077e-01,2.531010e+04,1.938732e+02,1.938732e+02,9.067876e-11,1.337001e-01,1.292625e+05,1.297709e+05,8.896843e+04,1.584236e+00,0.000000e+00,1,1.056000e-02,-1.094400e-01,1.000000e-01,0.000000e+00
2.835969e+02,2.835969e+02,4.943643e-10,-1.910575e+00,2.058840e+02,0.000000e+00,-1.911696e+00,2.059314e+02,0.000000e+00,1.063978e-06,9.507998e-04,0.000000e+00,2.385847e-06,0.000000e+00,0.000000e+00,2.158782e-01,2.565743e+04,1.970784e+02,1.970784e+02,1.076168e-10,1.362729e-01,1.292550e+05,1.297633e+05,8.895727e+04,1.584192e+00,0.000000e+00,1,1.080000e-02,-1.092000e-01,1.000000e-01,0.000000e+00
2.835883e+02,2.835883e+02,5.762313e-10,-1.955037e+00,2.059215e+02,0.000000e+00,-1.956179e+00,2.059689e+02,0.000000e+00,1.106938e-06,9.516081e-04,0.000000e+00,2.493944e-06,0.000000e+00,0.000000e+00,2.199488e-01,2.600477e+04,2.002837e+02,2.002837e+02,1.245555e-10,1.388458e-01,1.292475e+05,1.297557e+05,8.894611e+04,1.584148e+00,0.000000e+00,1,1.104000e-02,-1.089600e-01,1.000000e-01,0.000000e+00
2.835807e+02,2.835807e+02,5.667714e-10,-1.998601e+00,2.059557e+02,0.000000e+00,-1.999763e+00,2.060031e+02,0.000000e+00,1.155987e-06,9.523960e-04,0.000000e+00,2.612278e-06,0.000000e+00,0.000000e+00,2.234955e-01,2.643073e+04,2.035441e+02,2.035441e+02,1.155390e-10,1.410899e-01,1.292394e+05,1.297477e+05,8.893423e+04,1.584092e+00,0.000000e+00,1,1.128000e-02,-1.087200e-01,1.000000e-01,0.000000e+00
2.835738e+02,2.835738e+02,5.015562e-10,-2.041617e+00,2.059880e+02,0.000000e+00,-2.042799e+00,2.060354e+02,0.000000e+00,1.208755e-06,9.531715e-04,0.000000e+00,2.736865e-06,0.000000e+00,0.000000e+00,2.267225e-01,2.690470e+04,2.068380e+02,2.068380e+02,9.067684e-11,1.431333e-01,1.292311e+05,1.297394e+05,8.892191e+04,1.584030e+00,0.000000e+00,1,1.152000e-02,-1.084800e-01,1.000000e-01,0.000000e+00
2.835669e+02,2.835669e+02,4.363410e-10,-2.084634e+00,2.060203e+02,0.000000e+00,-2.085835e+00,2.060677e+02,0.000000e+00,1.261523e-06,9.539470e-04,0.000000e+00,2.861452e-06,0.000000e+00,0.000000e+00,2.299495e-01,2.737867e+04,2.101320e+02,2.101320e+02,6.581465e-11,1.451767e-01,1.292228e+05,1.297311e+05,8.890958e+04,1.583967e+00,0.000000e+00,1,1.176000e-02,-1.082400e-01,1.000000e-01,0.000000e+00
2.835600e+02,2.835600e+02,3.711237e-10,-2.127651e+00,2.060526e+02,0.000000e+00,-2.128872e+00,2.061000e+02,0.000000e+00,1.314293e-06,9.547225e-04,0.000000e+00,2.986043e-06,0.000000e+00,0.000000e+00,2.331766e-01,2.785265e+04,2.134261e+02,2.134261e+02,4.095170e-11,1.472201e-01,1.292145e+05,1.297228e+05,8.889725e+04,1.583904e+00,0.000000e+00,1,1.200000e-02,-1.080000e-01,1.000000e-01,0.000000e+00
2.835531e+02,2.835531e+02,3.059085e-10,-2.170667e+00,2.060849e+02,0.000000e+00,-2.171907e+00,2.061323e+02,0.000000e+00,1.367060e-06,9.554980e-04,0.000000e+00,3.110630e-06,0.000000e+00,0.000000e+00,2.364036e-01,2.832662e+04,2.167200e+02,2.167200e+02,1.608951e-11,1.492635e-01,1.292062e+05,1.297145e+05,8.888492e+04,1.583842e+00,0.000000e+00,1,1.224000e-02,-1.077600e-01,1.000000e-01,0.000000e+00
2.835461e+02,2.835461e+02,2.406933e-10,-2.213683e+00,2.061172e+02,0.000000e+00,-2.214943e+00,2.061646e+02,0.000000e+00,1.419828e-06,9.562734e-04,0.000000e+00,3.235217e-06,0.000000e+00,0.000000e+00,2.396306e-01,2.880059e+04,2.200140e+02,2.200140e+02,-8.772673e-12,1.513069e-01,1.291979e+05,1.297062e+05,8.887259e+04,1.583779e+00,0.000000e+00,1,1.248000e-02,-1.075200e-01,1.000000e-01,0.000000e+00
2.835392e+02,2.835392e+02,1.754781e-10,-2.256699e+00,2.061495e+02,0.000000e+00,-2.257978e+00,2.061969e+02,0.000000e+00,1.472596e-06,9.570488e-04,0.000000e+00,3.359804e-06,0.000000e+00,0.000000e+00,2.428576e-01,2.927456e+04,2.233080e+02,2.233080e+02,-3.363486e-11,1.533504e-01,1.291896e+05,1.296979e+05,8.886027e+04,1.583717e+00,0.000000e+00,1,1.272000e-02,-1.072800e-01,1.000000e-01,0.000000e+00
2.835323e+02,2.835323e+02,1.102608e-10,-2.299717e+00,2.061818e+02,0.000000e+00,-2.301015e+00,2.062292e+02,0.000000e+00,1.525366e-06,9.578243e-04,0.000000e+00,3.484394e-06,0.000000e+00,0.000000e+00,2.460847e-01,2.974854e+04,2.266020e+02,2.266020e+02,-5.849781e-11,1.553938e-01,1.291813e+05,1.296896e+05,8.884795e+04,1.583654e+00,0.000000e+00,1,1.296000e-02,-1.070400e-01,1.000000e-01,0.000000e+00
2.835254e+02,2.835254e+02,4.504560e-11,-2.342733e+00,2.062141e+02,0.000000e+00,-2.344051e+00,2.062614e+02,0.000000e+00,1.578134e-06,9.585998e-04,0.000000e+00,3.608982e-06,0.000000e+00,0.000000e+00,2.493117e-01,3.022251e+04,2.298960e+02,2.298960e+02,-8.336000e-11,1.574372e-01,1.291730e+05,1.296813e+05,8.883562e+04,1.583591e+00,0.000000e+00,1,1.320000e-02,-1.068000e-01,1.000000e-01,0.000000e+00
