# Source     : particleCollector
# Bins       : 30
# Total area : 0.00784591
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(0.00623339 0 -0.00202535)	3.13836e-05
#	1	(0.00385245 0 -0.00530244)	3.13836e-05
#	2	(4.91999e-19 0 -0.00655417)	3.13836e-05
#	3	(-0.00385245 0 -0.00530244)	3.13836e-05
#	4	(-0.00623339 0 -0.00202535)	3.13836e-05
#	5	(-0.00623339 0 0.00202535)	3.13836e-05
#	6	(-0.00385245 0 0.00530244)	3.13836e-05
#	7	(-8.43426e-19 0 0.00655417)	3.13836e-05
#	8	(0.00385245 0 0.00530244)	3.13836e-05
#	9	(0.00623339 0 0.00202535)	3.13836e-05
#	10	(0.0173644 0 -0.00564205)	0.000164764
#	11	(0.0107318 0 -0.0147711)	0.000164764
#	12	(1.71363e-18 0 -0.0182581)	0.000164764
#	13	(-0.0107318 0 -0.0147711)	0.000164764
#	14	(-0.0173644 0 -0.00564205)	0.000164764
#	15	(-0.0173644 0 0.00564205)	0.000164764
#	16	(-0.0107318 0 0.0147711)	0.000164764
#	17	(-2.57044e-18 0 0.0182581)	0.000164764
#	18	(0.0107318 0 0.0147711)	0.000164764
#	19	(0.0173644 0 0.00564205)	0.000164764
#	20	(0.0363614 0 -0.0118145)	0.000588443
#	21	(0.0224726 0 -0.0309309)	0.000588443
#	22	(3.59862e-18 0 -0.0382327)	0.000588443
#	23	(-0.0224726 0 -0.0309309)	0.000588443
#	24	(-0.0363614 0 -0.0118145)	0.000588443
#	25	(-0.0363614 0 0.0118145)	0.000588443
#	26	(-0.0224726 0 0.0309309)	0.000588443
#	27	(-6.2376e-18 0 0.0382327)	0.000588443
#	28	(0.0224726 0 0.0309309)	0.000588443
#	29	(0.0363614 0 0.0118145)	0.000588443
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
#	Time	bin_1	mass[1]	massFlowRate[1]
#	Time	bin_2	mass[2]	massFlowRate[2]
#	Time	bin_3	mass[3]	massFlowRate[3]
#	Time	bin_4	mass[4]	massFlowRate[4]
#	Time	bin_5	mass[5]	massFlowRate[5]
#	Time	bin_6	mass[6]	massFlowRate[6]
#	Time	bin_7	mass[7]	massFlowRate[7]
#	Time	bin_8	mass[8]	massFlowRate[8]
#	Time	bin_9	mass[9]	massFlowRate[9]
#	Time	bin_10	mass[10]	massFlowRate[10]
#	Time	bin_11	mass[11]	massFlowRate[11]
#	Time	bin_12	mass[12]	massFlowRate[12]
#	Time	bin_13	mass[13]	massFlowRate[13]
#	Time	bin_14	mass[14]	massFlowRate[14]
#	Time	bin_15	mass[15]	massFlowRate[15]
#	Time	bin_16	mass[16]	massFlowRate[16]
#	Time	bin_17	mass[17]	massFlowRate[17]
#	Time	bin_18	mass[18]	massFlowRate[18]
#	Time	bin_19	mass[19]	massFlowRate[19]
#	Time	bin_20	mass[20]	massFlowRate[20]
#	Time	bin_21	mass[21]	massFlowRate[21]
#	Time	bin_22	mass[22]	massFlowRate[22]
#	Time	bin_23	mass[23]	massFlowRate[23]
#	Time	bin_24	mass[24]	massFlowRate[24]
#	Time	bin_25	mass[25]	massFlowRate[25]
#	Time	bin_26	mass[26]	massFlowRate[26]
#	Time	bin_27	mass[27]	massFlowRate[27]
#	Time	bin_28	mass[28]	massFlowRate[28]
#	Time	bin_29	mass[29]	massFlowRate[29]
0.154	16	0	0
0.154	17	0	0
0.154	18	0	0
0.154	19	0	0
0.154	20	1.65474e-05	7.84784e-06
0.154	21	0	0
0.154	22	0	0
0.154	23	0	0
0.154	24	0	0
0.154	25	8.30541e-06	3.99164e-06
0.154	26	0	0
0.154	27	0	0
0.154	28	0	0
0.154	29	0	0
0.1545	0	1.25358e-05	5.33782e-06
0.1545	1	0	0
0.1545	2	0	0
0.1545	3	0	0
0.1545	4	3.3982e-07	1.3214e-07
0.1545	5	3.05727e-05	1.26262e-05
0.1545	6	0	0
0.1545	7	0	0
0.1545	8	0	0
0.1545	9	8.20802e-08	2.45625e-08
0.1545	10	2.51182e-05	1.10408e-05
0.1545	11	0	0
0.1545	12	0	0
0.1545	13	0	0
0.1545	14	0	0
0.1545	15	2.32431e-05	9.89456e-06
0.1545	16	0	0
0.1545	17	0	0
0.1545	18	0	0
0.1545	19	0	0
0.1545	20	1.65474e-05	7.84784e-06
0.1545	21	0	0
0.1545	22	0	0
0.1545	23	0	0
0.1545	24	0	0
0.1545	25	8.30541e-06	3.99164e-06
0.1545	26	0	0
0.1545	27	0	0
0.1545	28	0	0
0.1545	29	0	0
0.155	0	1.25358e-05	5.33782e-06
0.155	1	0	0
0.155	2	0	0
0.155	3	0	0
0.155	4	3.3982e-07	1.3214e-07
0.155	5	3.05727e-05	1.26262e-05
0.155	6	0	0
0.155	7	0	0
0.155	8	0	0
0.155	9	8.20802e-08	2.45625e-08
0.155	10	2.51182e-05	1.10408e-05
0.155	11	0	0
0.155	12	0	0
0.155	13	0	0
0.155	14	0	0
0.155	15	2.32431e-05	9.89456e-06
0.155	16	0	0
0.155	17	0	0
0.155	18	0	0
0.155	19	0	0
0.155	20	1.65474e-05	7.84784e-06
0.155	21	0	0
0.155	22	0	0
0.155	23	0	0
0.155	24	0	0
0.155	25	8.30541e-06	3.99164e-06
0.155	26	0	0
0.155	27	0	0
0.155	28	0	0
0.155	29	0	0
0.1555	0	1.25358e-05	5.33782e-06
0.1555	1	0	0
0.1555	2	0	0
0.1555	3	0	0
0.1555	4	3.3982e-07	1.3214e-07
0.1555	5	3.05727e-05	1.26262e-05
0.1555	6	0	0
0.1555	7	0	0
0.1555	8	0	0
0.1555	9	8.20802e-08	2.45625e-08
0.1555	10	2.51182e-05	1.10408e-05
0.1555	11	0	0
0.1555	12	0	0
0.1555	13	0	0
0.1555	14	0	0
0.1555	15	2.32431e-05	9.89456e-06
0.1555	16	0	0
0.1555	17	0	0
0.1555	18	0	0
0.1555	19	0	0
0.1555	20	1.65474e-05	7.84784e-06
0.1555	21	0	0
0.1555	22	0	0
0.1555	23	0	0
0.1555	24	0	0
0.1555	25	8.30541e-06	3.99164e-06
0.1555	26	0	0
0.1555	27	0	0
0.1555	28	0	0
0.1555	29	0	0
0.156	0	1.25358e-05	5.33782e-06
0.156	1	0	0
0.156	2	0	0
0.156	3	0	0
0.156	4	3.3982e-07	1.3214e-07
0.156	5	3.05727e-05	1.26262e-05
0.156	6	0	0
0.156	7	0	0
0.156	8	0	0
0.156	9	8.20802e-08	2.45625e-08
0.156	10	2.51182e-05	1.10408e-05
0.156	11	0	0
0.156	12	0	0
0.156	13	0	0
0.156	14	0	0
0.156	15	2.32431e-05	9.89456e-06
0.156	16	0	0
0.156	17	0	0
0.156	18	0	0
0.156	19	0	0
0.156	20	1.65474e-05	7.84784e-06
0.156	21	0	0
0.156	22	0	0
0.156	23	0	0
0.156	24	0	0
0.156	25	8.30541e-06	3.99164e-06
0.156	26	0	0
0.156	27	0	0
0.156	28	0	0
0.156	29	0	0
0.1565	0	1.25358e-05	5.33782e-06
0.1565	1	0	0
0.1565	2	0	0
0.1565	3	0	0
0.1565	4	3.3982e-07	1.3214e-07
0.1565	5	3.05727e-05	1.26262e-05
0.1565	6	0	0
0.1565	7	0	0
0.1565	8	0	0
0.1565	9	8.20802e-08	2.45625e-08
0.1565	10	2.51182e-05	1.10408e-05
0.1565	11	0	0
0.1565	12	0	0
0.1565	13	0	0
0.1565	14	0	0
0.1565	15	2.32431e-05	9.89456e-06
0.1565	16	0	0
0.1565	17	0	0
0.1565	18	0	0
0.1565	19	0	0
0.1565	20	1.65474e-05	7.84784e-06
0.1565	21	0	0
0.1565	22	0	0
0.1565	23	0	0
0.1565	24	0	0
0.1565	25	8.30541e-06	3.99164e-06
0.1565	26	0	0
0.1565	27	0	0
0.1565	28	0	0
0.1565	29	0	0
0.157	0	1.25358e-05	5.33782e-06
0.157	1	0	0
0.157	2	0	0
0.157	3	0	0
0.157	4	3.3982e-07	1.3214e-07
0.157	5	3.05727e-05	1.26262e-05
0.157	6	0	0
0.157	7	0	0
0.157	8	0	0
0.157	9	8.20802e-08	2.45625e-08
0.157	10	2.51182e-05	1.10408e-05
0.157	11	0	0
0.157	12	0	0
0.157	13	0	0
0.157	14	0	0
0.157	15	2.32431e-05	9.89456e-06
0.157	16	0	0
0.157	17	0	0
0.157	18	0	0
0.157	19	0	0
0.157	20	1.65474e-05	7.84784e-06
0.157	21	0	0
0.157	22	0	0
0.157	23	0	0
0.157	24	0	0
0.157	25	8.30541e-06	3.99164e-06
0.157	26	0	0
0.157	27	0	0
0.157	28	0	0
0.157	29	0	0
0.1575	0	1.25358e-05	5.33782e-06
0.1575	1	0	0
0.1575	2	0	0
0.1575	3	0	0
0.1575	4	3.3982e-07	1.3214e-07
0.1575	5	3.05727e-05	1.26262e-05
0.1575	6	0	0
0.1575	7	0	0
0.1575	8	0	0
0.1575	9	8.20802e-08	2.45625e-08
0.1575	10	2.51182e-05	1.10408e-05
0.1575	11	0	0
0.1575	12	0	0
0.1575	13	0	0
0.1575	14	0	0
0.1575	15	2.32431e-05	9.89456e-06
0.1575	16	0	0
0.1575	17	0	0
0.1575	18	0	0
0.1575	19	0	0
0.1575	20	1.65474e-05	7.84784e-06
0.1575	21	0	0
0.1575	22	0	0
0.1575	23	0	0
0.1575	24	0	0
0.1575	25	8.30541e-06	3.99164e-06
0.1575	26	0	0
0.1575	27	0	0
0.1575	28	0	0
0.1575	29	0	0
0.158	0	1.25358e-05	5.33782e-06
0.158	1	0	0
0.158	2	0	0
0.158	3	0	0
0.158	4	3.3982e-07	1.3214e-07
0.158	5	3.05727e-05	1.26262e-05
0.158	6	0	0
0.158	7	0	0
0.158	8	0	0
0.158	9	8.20802e-08	2.45625e-08
0.158	10	2.51182e-05	1.10408e-05
0.158	11	0	0
0.158	12	0	0
0.158	13	0	0
0.158	14	0	0
0.158	15	2.32431e-05	9.89456e-06
0.158	16	0	0
0.158	17	0	0
0.158	18	0	0
0.158	19	0	0
0.158	20	1.65475e-05	7.84784e-06
0.158	21	0	0
0.158	22	0	0
0.158	23	0	0
0.158	24	0	0
0.158	25	8.30541e-06	3.99164e-06
0.158	26	0	0
0.158	27	0	0
0.158	28	0	0
0.158	29	0	0
0.1585	0	1.25358e-05	5.33782e-06
0.1585	1	0	0
0.1585	2	0	0
0.1585	3	0	0
0.1585	4	3.3982e-07	1.3214e-07
0.1585	5	3.05727e-05	1.26262e-05
0.1585	6	0	0
0.1585	7	0	0
0.1585	8	0	0
0.1585	9	8.20802e-08	2.45625e-08
0.1585	10	2.51182e-05	1.10408e-05
0.1585	11	0	0
0.1585	12	0	0
0.1585	13	0	0
0.1585	14	0	0
0.1585	15	2.32431e-05	9.89456e-06
0.1585	16	0	0
0.1585	17	0	0
0.1585	18	0	0
0.1585	19	0	0
0.1585	20	1.65475e-05	7.84784e-06
0.1585	21	0	0
0.1585	22	0	0
0.1585	23	0	0
0.1585	24	0	0
0.1585	25	8.30541e-06	3.99164e-06
0.1585	26	0	0
0.1585	27	0	0
0.1585	28	0	0
0.1585	29	0	0
0.159	0	1.25358e-05	5.33782e-06
0.159	1	0	0
0.159	2	0	0
0.159	3	0	0
0.159	4	3.3982e-07	1.3214e-07
0.159	5	3.05727e-05	1.26262e-05
0.159	6	0	0
0.159	7	0	0
0.159	8	0	0
0.159	9	8.20802e-08	2.45625e-08
0.159	10	2.51182e-05	1.10408e-05
0.159	11	0	0
0.159	12	0	0
0.159	13	0	0
0.159	14	0	0
0.159	15	2.32431e-05	9.89456e-06
0.159	16	0	0
0.159	17	0	0
0.159	18	0	0
0.159	19	0	0
0.159	20	1.65475e-05	7.84784e-06
0.159	21	0	0
0.159	22	0	0
0.159	23	0	0
0.159	24	0	0
0.159	25	8.30541e-06	3.99164e-06
0.159	26	0	0
0.159	27	0	0
0.159	28	0	0
0.159	29	0	0
0.1595	0	1.25358e-05	5.33782e-06
0.1595	1	0	0
0.1595	2	0	0
0.1595	3	0	0
0.1595	4	3.3982e-07	1.3214e-07
0.1595	5	3.05727e-05	1.26262e-05
0.1595	6	0	0
0.1595	7	0	0
0.1595	8	0	0
0.1595	9	8.20802e-08	2.45625e-08
0.1595	10	2.51182e-05	1.10408e-05
0.1595	11	0	0
0.1595	12	0	0
0.1595	13	0	0
0.1595	14	0	0
0.1595	15	2.32431e-05	9.89456e-06
0.1595	16	0	0
0.1595	17	0	0
0.1595	18	0	0
0.1595	19	0	0
0.1595	20	1.65475e-05	7.84784e-06
0.1595	21	0	0
0.1595	22	0	0
0.1595	23	0	0
0.1595	24	0	0
0.1595	25	8.30616e-06	3.99167e-06
0.1595	26	0	0
0.1595	27	0	0
0.1595	28	0	0
0.1595	29	0	0
0.16	0	1.25358e-05	5.33782e-06
0.16	1	0	0
0.16	2	0	0
0.16	3	0	0
0.16	4	3.3982e-07	1.3214e-07
0.16	5	3.05727e-05	1.26262e-05
0.16	6	0	0
0.16	7	0	0
0.16	8	0	0
0.16	9	8.20802e-08	2.45625e-08
0.16	10	2.51182e-05	1.10408e-05
0.16	11	0	0
0.16	12	0	0
0.16	13	0	0
0.16	14	0	0
0.16	15	2.32431e-05	9.89456e-06
0.16	16	0	0
0.16	17	0	0
0.16	18	0	0
0.16	19	0	0
0.16	20	1.65475e-05	7.84784e-06
0.16	21	0	0
0.16	22	0	0
0.16	23	0	0
0.16	24	0	0
0.16	25	8.30616e-06	3.99167e-06
0.16	26	0	0
0.16	27	0	0
0.16	28	0	0
0.16	29	0	0
0.1605	0	1.25358e-05	5.33782e-06
0.1605	1	0	0
0.1605	2	0	0
0.1605	3	0	0
0.1605	4	3.3982e-07	1.3214e-07
0.1605	5	3.05727e-05	1.26262e-05
0.1605	6	0	0
0.1605	7	0	0
0.1605	8	0	0
0.1605	9	8.20802e-08	2.45625e-08
0.1605	10	2.51182e-05	1.10408e-05
0.1605	11	0	0
0.1605	12	0	0
0.1605	13	0	0
0.1605	14	0	0
0.1605	15	2.32431e-05	9.89456e-06
0.1605	16	0	0
0.1605	17	0	0
0.1605	18	0	0
0.1605	19	0	0
0.1605	20	1.65475e-05	7.84784e-06
0.1605	21	0	0
0.1605	22	0	0
0.1605	23	0	0
0.1605	24	0	0
0.1605	25	8.30616e-06	3.99167e-06
0.1605	26	0	0
0.1605	27	0	0
0.1605	28	0	0
0.1605	29	0	0
0.161	0	1.25358e-05	5.33782e-06
0.161	1	0	0
0.161	2	0	0
0.161	3	0	0
0.161	4	3.3982e-07	1.3214e-07
0.161	5	3.05727e-05	1.26262e-05
0.161	6	0	0
0.161	7	0	0
0.161	8	0	0
0.161	9	8.20802e-08	2.45625e-08
0.161	10	2.51182e-05	1.10408e-05
0.161	11	0	0
0.161	12	0	0
0.161	13	0	0
0.161	14	0	0
0.161	15	2.32431e-05	9.89456e-06
0.161	16	0	0
0.161	17	0	0
0.161	18	0	0
0.161	19	0	0
0.161	20	1.65475e-05	7.84784e-06
0.161	21	0	0
0.161	22	0	0
0.161	23	0	0
0.161	24	0	0
0.161	25	8.30616e-06	3.99167e-06
0.161	26	0	0
0.161	27	0	0
0.161	28	0	0
0.161	29	0	0
0.1615	0	1.25358e-05	5.33782e-06
0.1615	1	0	0
0.1615	2	0	0
0.1615	3	0	0
0.1615	4	3.3982e-07	1.3214e-07
0.1615	5	3.05727e-05	1.26262e-05
0.1615	6	0	0
0.1615	7	0	0
0.1615	8	0	0
0.1615	9	8.20802e-08	2.45625e-08
0.1615	10	2.51182e-05	1.10408e-05
0.1615	11	0	0
0.1615	12	0	0
0.1615	13	0	0
0.1615	14	0	0
0.1615	15	2.32431e-05	9.89456e-06
0.1615	16	0	0
0.1615	17	0	0
0.1615	18	0	0
0.1615	19	0	0
0.1615	20	1.65475e-05	7.84784e-06
0.1615	21	0	0
0.1615	22	0	0
0.1615	23	0	0
0.1615	24	0	0
0.1615	25	8.31093e-06	3.99185e-06
0.1615	26	0	0
0.1615	27	0	0
0.1615	28	0	0
0.1615	29	0	0
0.162	0	1.25358e-05	5.33782e-06
0.162	1	0	0
0.162	2	0	0
0.162	3	0	0
0.162	4	3.3982e-07	1.3214e-07
0.162	5	3.05727e-05	1.26262e-05
0.162	6	0	0
0.162	7	0	0
0.162	8	0	0
0.162	9	8.20802e-08	2.45625e-08
0.162	10	2.51182e-05	1.10408e-05
0.162	11	0	0
0.162	12	0	0
0.162	13	0	0
0.162	14	0	0
0.162	15	2.32431e-05	9.89456e-06
0.162	16	0	0
0.162	17	0	0
0.162	18	0	0
0.162	19	0	0
0.162	20	1.65475e-05	7.84784e-06
0.162	21	0	0
0.162	22	0	0
0.162	23	0	0
0.162	24	0	0
0.162	25	8.31137e-06	3.99187e-06
0.162	26	0	0
0.162	27	0	0
0.162	28	0	0
0.162	29	0	0
0.1625	0	1.25358e-05	5.33782e-06
0.1625	1	0	0
0.1625	2	0	0
0.1625	3	0	0
0.1625	4	3.3982e-07	1.3214e-07
0.1625	5	3.05727e-05	1.26262e-05
0.1625	6	0	0
0.1625	7	0	0
0.1625	8	0	0
0.1625	9	8.20802e-08	2.45625e-08
0.1625	10	2.51182e-05	1.10408e-05
0.1625	11	0	0
0.1625	12	0	0
0.1625	13	0	0
0.1625	14	0	0
0.1625	15	2.32431e-05	9.89456e-06
0.1625	16	0	0
0.1625	17	0	0
0.1625	18	0	0
0.1625	19	0	0
0.1625	20	1.65475e-05	7.84784e-06
0.1625	21	0	0
0.1625	22	0	0
0.1625	23	0	0
0.1625	24	0	0
0.1625	25	8.31137e-06	3.99187e-06
0.1625	26	0	0
0.1625	27	0	0
0.1625	28	0	0
0.1625	29	0	0
0.163	0	1.25358e-05	5.33782e-06
0.163	1	0	0
0.163	2	0	0
0.163	3	0	0
0.163	4	3.3982e-07	1.3214e-07
0.163	5	3.05727e-05	1.26262e-05
0.163	6	0	0
0.163	7	0	0
0.163	8	0	0
0.163	9	8.20802e-08	2.45625e-08
0.163	10	2.51182e-05	1.10408e-05
0.163	11	0	0
0.163	12	0	0
0.163	13	0	0
0.163	14	0	0
0.163	15	2.32431e-05	9.89456e-06
0.163	16	0	0
0.163	17	0	0
0.163	18	0	0
0.163	19	0	0
0.163	20	1.65475e-05	7.84784e-06
0.163	21	0	0
0.163	22	0	0
0.163	23	0	0
0.163	24	0	0
0.163	25	8.31137e-06	3.99187e-06
0.163	26	0	0
0.163	27	0	0
0.163	28	0	0
0.163	29	0	0
0.1635	0	1.25358e-05	5.33782e-06
0.1635	1	0	0
0.1635	2	0	0
0.1635	3	0	0
0.1635	4	3.3982e-07	1.3214e-07
0.1635	5	3.05727e-05	1.26262e-05
0.1635	6	0	0
0.1635	7	0	0
0.1635	8	0	0
0.1635	9	8.20802e-08	2.45625e-08
0.1635	10	2.51182e-05	1.10408e-05
0.1635	11	0	0
0.1635	12	0	0
0.1635	13	0	0
0.1635	14	0	0
0.1635	15	2.32431e-05	9.89456e-06
0.1635	16	0	0
0.1635	17	0	0
0.1635	18	0	0
0.1635	19	0	0
0.1635	20	1.65475e-05	7.84784e-06
0.1635	21	0	0
0.1635	22	0	0
0.1635	23	0	0
0.1635	24	0	0
0.1635	25	8.31137e-06	3.99187e-06
0.1635	26	0	0
0.1635	27	0	0
0.1635	28	0	0
0.1635	29	0	0
0.164	0	1.25358e-05	5.33782e-06
0.164	1	0	0
0.164	2	0	0
0.164	3	0	0
0.164	4	3.3982e-07	1.3214e-07
0.164	5	3.05727e-05	1.26262e-05
0.164	6	0	0
0.164	7	0	0
0.164	8	0	0
0.164	9	8.20802e-08	2.45625e-08
0.164	10	2.51182e-05	1.10408e-05
0.164	11	0	0
0.164	12	0	0
0.164	13	0	0
0.164	14	0	0
0.164	15	2.32431e-05	9.89456e-06
0.164	16	0	0
0.164	17	0	0
0.164	18	0	0
0.164	19	0	0
0.164	20	1.65475e-05	7.84784e-06
0.164	21	0	0
0.164	22	0	0
0.164	23	0	0
0.164	24	0	0
0.164	25	8.31137e-06	3.99187e-06
0.164	26	0	0
0.164	27	0	0
0.164	28	0	0
0.164	29	0	0
0.1645	0	1.25358e-05	5.33782e-06
0.1645	1	0	0
0.1645	2	0	0
0.1645	3	0	0
0.1645	4	3.3982e-07	1.3214e-07
0.1645	5	3.05727e-05	1.26262e-05
0.1645	6	0	0
0.1645	7	0	0
0.1645	8	0	0
0.1645	9	8.20802e-08	2.45625e-08
0.1645	10	2.51182e-05	1.10408e-05
0.1645	11	0	0
0.1645	12	0	0
0.1645	13	0	0
0.1645	14	0	0
0.1645	15	2.32431e-05	9.89456e-06
0.1645	16	0	0
0.1645	17	0	0
0.1645	18	0	0
0.1645	19	0	0
0.1645	20	1.65475e-05	7.84784e-06
0.1645	21	0	0
0.1645	22	0	0
0.1645	23	0	0
0.1645	24	0	0
0.1645	25	8.31137e-06	3.99187e-06
0.1645	26	0	0
0.1645	27	0	0
0.1645	28	0	0
0.1645	29	0	0
0.165	0	1.25358e-05	5.33782e-06
0.165	1	0	0
0.165	2	0	0
0.165	3	0	0
0.165	4	3.3982e-07	1.3214e-07
0.165	5	3.05727e-05	1.26262e-05
0.165	6	0	0
0.165	7	0	0
0.165	8	0	0
0.165	9	8.20802e-08	2.45625e-08
0.165	10	2.51182e-05	1.10408e-05
0.165	11	0	0
0.165	12	0	0
0.165	13	0	0
0.165	14	0	0
0.165	15	2.32431e-05	9.89456e-06
0.165	16	0	0
0.165	17	0	0
0.165	18	0	0
0.165	19	0	0
0.165	20	1.65475e-05	7.84784e-06
0.165	21	0	0
0.165	22	0	0
0.165	23	0	0
0.165	24	0	0
0.165	25	8.31137e-06	3.99187e-06
0.165	26	0	0
0.165	27	0	0
0.165	28	0	0
0.165	29	0	0
0.1655	0	1.25358e-05	5.33782e-06
0.1655	1	0	0
0.1655	2	0	0
0.1655	3	0	0
0.1655	4	3.3982e-07	1.3214e-07
0.1655	5	3.05727e-05	1.26262e-05
0.1655	6	0	0
0.1655	7	0	0
0.1655	8	0	0
0.1655	9	8.20802e-08	2.45625e-08
0.1655	10	2.51182e-05	1.10408e-05
0.1655	11	0	0
0.1655	12	0	0
0.1655	13	0	0
0.1655	14	0	0
0.1655	15	2.32431e-05	9.89456e-06
0.1655	16	0	0
0.1655	17	0	0
0.1655	18	0	0
0.1655	19	0	0
0.1655	20	1.65475e-05	7.84784e-06
0.1655	21	0	0
0.1655	22	0	0
0.1655	23	0	0
0.1655	24	0	0
0.1655	25	8.31137e-06	3.99187e-06
0.1655	26	0	0
0.1655	27	0	0
0.1655	28	0	0
0.1655	29	0	0
0.166	0	1.25358e-05	5.33782e-06
0.166	1	0	0
0.166	2	0	0
0.166	3	0	0
0.166	4	3.3982e-07	1.3214e-07
0.166	5	3.05727e-05	1.26262e-05
0.166	6	0	0
0.166	7	0	0
0.166	8	0	0
0.166	9	8.20802e-08	2.45625e-08
0.166	10	2.51182e-05	1.10408e-05
0.166	11	0	0
0.166	12	0	0
0.166	13	0	0
0.166	14	0	0
0.166	15	2.32431e-05	9.89456e-06
0.166	16	0	0
0.166	17	0	0
0.166	18	0	0
0.166	19	0	0
0.166	20	1.65475e-05	7.84784e-06
0.166	21	0	0
0.166	22	0	0
0.166	23	0	0
0.166	24	0	0
0.166	25	8.31137e-06	3.99187e-06
0.166	26	0	0
0.166	27	0	0
0.166	28	0	0
0.166	29	0	0
0.1665	0	1.25358e-05	5.33782e-06
0.1665	1	0	0
0.1665	2	0	0
0.1665	3	0	0
0.1665	4	3.3982e-07	1.3214e-07
0.1665	5	3.05727e-05	1.26262e-05
0.1665	6	0	0
0.1665	7	0	0
0.1665	8	0	0
0.1665	9	8.20802e-08	2.45625e-08
0.1665	10	2.51182e-05	1.10408e-05
0.1665	11	0	0
0.1665	12	0	0
0.1665	13	0	0
0.1665	14	0	0
0.1665	15	2.32431e-05	9.89456e-06
0.1665	16	0	0
0.1665	17	0	0
0.1665	18	0	0
0.1665	19	0	0
0.1665	20	1.65475e-05	7.84784e-06
0.1665	21	0	0
0.1665	22	0	0
0.1665	23	0	0
0.1665	24	0	0
0.1665	25	8.31137e-06	3.99187e-06
0.1665	26	0	0
0.1665	27	0	0
0.1665	28	0	0
0.1665	29	0	0
0.167	0	1.25358e-05	5.33782e-06
0.167	1	0	0
0.167	2	0	0
0.167	3	0	0
0.167	4	3.3982e-07	1.3214e-07
0.167	5	3.05727e-05	1.26262e-05
0.167	6	0	0
0.167	7	0	0
0.167	8	0	0
0.167	9	8.20802e-08	2.45625e-08
0.167	10	2.51182e-05	1.10408e-05
0.167	11	0	0
0.167	12	0	0
0.167	13	0	0
0.167	14	0	0
0.167	15	2.32431e-05	9.89456e-06
0.167	16	0	0
0.167	17	0	0
0.167	18	0	0
0.167	19	0	0
0.167	20	1.65475e-05	7.84784e-06
0.167	21	0	0
0.167	22	0	0
0.167	23	0	0
0.167	24	0	0
0.167	25	8.31137e-06	3.99187e-06
0.167	26	0	0
0.167	27	0	0
0.167	28	0	0
0.167	29	0	0
0.1675	0	1.25358e-05	5.33782e-06
0.1675	1	0	0
0.1675	2	0	0
0.1675	3	0	0
0.1675	4	3.3982e-07	1.3214e-07
0.1675	5	3.05727e-05	1.26262e-05
0.1675	6	0	0
0.1675	7	0	0
0.1675	8	0	0
0.1675	9	8.20802e-08	2.45625e-08
0.1675	10	2.51182e-05	1.10408e-05
0.1675	11	0	0
0.1675	12	0	0
0.1675	13	0	0
0.1675	14	0	0
0.1675	15	2.32431e-05	9.89456e-06
0.1675	16	0	0
0.1675	17	0	0
0.1675	18	0	0
0.1675	19	0	0
0.1675	20	1.65475e-05	7.84784e-06
0.1675	21	0	0
0.1675	22	0	0
0.1675	23	0	0
0.1675	24	0	0
0.1675	25	8.31137e-06	3.99187e-06
0.1675	26	0	0
0.1675	27	0	0
0.1675	28	0	0
0.1675	29	0	0
0.168	0	1.25358e-05	5.33782e-06
0.168	1	0	0
0.168	2	0	0
0.168	3	0	0
0.168	4	3.3982e-07	1.3214e-07
0.168	5	3.05727e-05	1.26262e-05
0.168	6	0	0
0.168	7	0	0
0.168	8	0	0
0.168	9	8.20802e-08	2.45625e-08
0.168	10	2.51182e-05	1.10408e-05
0.168	11	0	0
0.168	12	0	0
0.168	13	0	0
0.168	14	0	0
0.168	15	2.32431e-05	9.89456e-06
0.168	16	0	0
0.168	17	0	0
0.168	18	0	0
0.168	19	0	0
0.168	20	1.65475e-05	7.84784e-06
0.168	21	0	0
0.168	22	0	0
0.168	23	0	0
0.168	24	0	0
0.168	25	8.31279e-06	3.99192e-06
0.168	26	0	0
0.168	27	0	0
0.168	28	0	0
0.168	29	0	0
0.1685	0	1.25358e-05	5.33782e-06
0.1685	1	0	0
0.1685	2	0	0
0.1685	3	0	0
0.1685	4	3.3982e-07	1.3214e-07
0.1685	5	3.05727e-05	1.26262e-05
0.1685	6	0	0
0.1685	7	0	0
0.1685	8	0	0
0.1685	9	8.20802e-08	2.45625e-08
0.1685	10	2.51182e-05	1.10408e-05
0.1685	11	0	0
0.1685	12	0	0
0.1685	13	0	0
0.1685	14	0	0
0.1685	15	2.32431e-05	9.89456e-06
0.1685	16	0	0
0.1685	17	0	0
0.1685	18	0	0
0.1685	19	0	0
0.1685	20	1.65475e-05	7.84784e-06
0.1685	21	0	0
0.1685	22	0	0
0.1685	23	0	0
0.1685	24	0	0
0.1685	25	8.31473e-06	3.99199e-06
0.1685	26	0	0
0.1685	27	0	0
0.1685	28	0	0
0.1685	29	0	0
0.169	0	1.25358e-05	5.33782e-06
0.169	1	0	0
0.169	2	0	0
0.169	3	0	0
0.169	4	3.3982e-07	1.3214e-07
0.169	5	3.05727e-05	1.26262e-05
0.169	6	0	0
0.169	7	0	0
0.169	8	0	0
0.169	9	8.20802e-08	2.45625e-08
0.169	10	2.51182e-05	1.10408e-05
0.169	11	0	0
0.169	12	0	0
0.169	13	0	0
